ID,Type,Name,Count
3742,N,Openmpi,1092109
3743,N,Fantacy,7
3744,N,Apple,23912
3745,N,Free,8
3746,N,Apple,66351737
3747,B,Sony,23912
3748,N,Doll,12
3749,B,Camera,10
3750,N,Openmpi,66351737
3751,A,Openmpi,2
3752,A,Sony,11
3753,A,Free,12
3754,-,Sony,1
3755,-,Apple,13
3756,A,Openmpi,11
3757,A,Python,8
3758,A,Python,15
3759,C,Fantacy,14
3760,C,Camera,5
3761,A,Free,8
3762,A,Apple,5
3763,A,Sony,2
3764,-,Free,1
3765,B,Openmpi,3
3766,C,Free,3000000
3767,N,Apple,66351737
3768,A,Photo,10
3769,B,Apple,23912
3770,N,Doll,6
3771,N,Python,4
3772,B,Free,11
3773,N,Python,7
3774,B,Camera,3
3775,-,Doll,8
3776,-,Openmpi,4
3777,B,Book,1092109
3778,C,Doll,15
3779,-,Doll,8
3780,B,Sony,37298
3781,-,Openmpi,37298
3782,B,Openmpi,12
3783,B,Fantacy,4
3784,B,Python,12
3785,A,Apple,7
3786,B,Apple,8
3787,A,Doll,10
3788,A,Sony,1092109
3789,C,Fantacy,5
3790,-,Apple,2
3791,-,Photo,12
3792,B,Doll,9
3793,-,Fantacy,4
3794,A,Photo,3
3795,B,Fantacy,14
3796,N,Python,8
3797,-,Fantacy,12
3798,C,Sony,4
3799,N,Sony,8
3800,N,Sony,1
3801,A,Sony,15
3802,N,Fantacy,15
3803,N,Book,15
3804,C,Camera,2
3805,A,Fantacy,2
3806,B,Book,66351737
3807,N,Free,14
3808,B,Camera,14
3809,N,Free,12
3810,-,Photo,5
3811,-,Book,23912
3812,N,Openmpi,66351737
3813,N,Camera,6
3814,B,Doll,5
3815,-,Doll,12
3816,-,Book,2
3817,B,Fantacy,3000000
3818,A,Photo,3
3819,B,Python,15
3820,C,Doll,3000000
3821,C,Apple,6
3822,C,Doll,1
3823,N,Apple,4
3824,C,Doll,13
3825,-,Apple,8
3826,-,Camera,1
3827,C,Camera,8
3828,B,Fantacy,11
3829,N,Apple,6
3830,N,Photo,10
3831,B,Fantacy,66351737
3832,B,Camera,1
3833,C,Openmpi,7
3834,N,Doll,10
3835,N,Apple,23912
3836,B,Apple,2
3837,-,Camera,7
3838,A,Book,13
3839,A,Apple,3
3840,N,Fantacy,37298
3841,N,Photo,1
3842,B,Photo,13
3843,-,Camera,15
3844,A,Python,2
3845,N,Photo,3000000
3846,-,Book,2
3847,C,Sony,2
3848,C,Doll,15
3849,-,Photo,3
3850,B,Camera,2
3851,B,Camera,1
3852,N,Book,6
3853,C,Doll,9
3854,-,Book,37298
3855,B,Free,14
3856,N,Book,11
3857,A,Free,14
3858,N,Free,37298
3859,-,Photo,12
3860,-,Openmpi,12
3861,C,Free,1092109
3862,B,Openmpi,12
3863,B,Doll,14
3864,A,Fantacy,1
3865,N,Python,37298
3866,N,Openmpi,66351737
3867,B,Book,8
3868,N,Fantacy,7
3869,B,Photo,8
3870,A,Sony,5
3871,-,Photo,23912
3872,N,Free,5
3873,B,Python,13
3874,C,Fantacy,11
3875,B,Openmpi,15
3876,B,Photo,13
3877,-,Book,1092109
3878,A,Fantacy,6
3879,N,Fantacy,3
3880,C,Fantacy,23912
3881,B,Apple,9
3882,C,Openmpi,4
3883,A,Camera,5
3884,C,Free,66351737
3885,-,Apple,14
3886,A,Book,7
3887,B,Openmpi,5
3888,B,Apple,3
3889,C,Openmpi,14
3890,N,Python,3000000
3891,A,Camera,12
3892,B,Sony,14
3893,C,Openmpi,4
3894,C,Openmpi,4
3895,N,Fantacy,4
3896,A,Fantacy,10
3897,N,Doll,2
3898,C,Free,23912
3899,B,Free,13
3900,B,Doll,10
3901,C,Doll,3000000
3902,C,Python,3
3903,B,Fantacy,11
3904,A,Apple,66351737
3905,C,Photo,14
3906,C,Sony,11
3907,C,Book,14
3908,B,Apple,3
3909,A,Apple,13
3910,N,Free,15
3911,-,Apple,23912
3912,A,Camera,14
3913,N,Openmpi,3
3914,-,Photo,7
3915,C,Openmpi,5
3916,C,Python,5
3917,N,Python,8
3918,B,Apple,13
3919,B,Fantacy,11
3920,C,Sony,4
3921,N,Camera,11
3922,B,Photo,6
3923,N,Camera,14
3924,A,Book,15
3925,-,Free,14
3926,C,Openmpi,7
3927,B,Free,11
3928,N,Openmpi,9
3929,B,Doll,1
3930,N,Doll,5
3931,-,Book,11
3932,N,Apple,5
3933,N,Python,2
3934,B,Openmpi,15
3935,B,Book,2
3936,N,Book,2
3937,C,Sony,2
3938,N,Book,1092109
3939,A,Apple,15
3940,-,Photo,11
3941,N,Openmpi,5
3942,C,Python,8
3943,A,Sony,4
3944,-,Book,7
3945,-,Doll,2
3946,B,Book,9
3947,B,Photo,15
3948,C,Openmpi,4
3949,-,Apple,66351737
3950,A,Apple,2
3951,A,Fantacy,3
3952,C,Fantacy,5
3953,N,Apple,10
3954,N,Free,6
3955,C,Sony,13
3956,B,Sony,14
3957,C,Photo,8
3958,A,Fantacy,12
3959,C,Doll,9
3960,-,Apple,66351737
3961,C,Openmpi,6
3962,-,Camera,12
3963,C,Doll,13
3964,C,Camera,1
3965,-,Doll,10
3966,C,Book,5
3967,C,Fantacy,4
3968,A,Camera,4
3969,N,Apple,15
3970,B,Sony,12
3971,C,Python,37298
3972,B,Openmpi,66351737
3973,B,Apple,66351737
3974,A,Fantacy,3
3975,B,Photo,12
3976,-,Photo,9
3977,N,Openmpi,1
3978,-,Doll,1092109
3979,N,Apple,12
3980,-,Free,13
3981,-,Photo,9
3982,-,Apple,10
3983,N,Free,3
3984,A,Apple,13
3985,N,Book,9
3986,A,Fantacy,9
3987,N,Camera,14
3988,-,Sony,3
3989,B,Photo,14
3990,N,Book,15
3991,A,Photo,6
3992,A,Openmpi,8
3993,A,Python,6
3994,A,Apple,11
3995,A,Photo,66351737
3996,-,Doll,11
3997,N,Doll,1
3998,A,Camera,5
3999,B,Fantacy,3
4000,A,Free,37298
4001,B,Fantacy,7
4002,N,Book,4
4003,B,Fantacy,23912
4004,B,Free,12
4005,B,Python,1
4006,N,Python,1
4007,B,Free,6
4008,C,Camera,11
4009,C,Fantacy,7
4010,-,Free,8
4011,B,Book,8
4012,N,Free,13
4013,N,Free,3000000
4014,B,Python,5
4015,A,Apple,9
4016,A,Sony,2
4017,-,Free,1
4018,N,Camera,14
4019,N,Fantacy,37298
4020,C,Book,3
4021,C,Fantacy,7
4022,-,Fantacy,9
4023,-,Apple,6
4024,B,Book,13
4025,A,Doll,15
4026,N,Apple,37298
4027,N,Camera,7
4028,-,Photo,13
4029,B,Python,2
4030,B,Book,6
4031,N,Python,11
4032,-,Book,4
4033,C,Fantacy,5
4034,C,Apple,1
4035,-,Photo,66351737
4036,A,Apple,12
4037,A,Camera,9
4038,-,Openmpi,7
4039,C,Book,6
4040,N,Python,5
4041,A,Apple,11
4042,N,Apple,4
4043,B,Camera,14
4044,-,Free,12
4045,B,Photo,23912
4046,-,Doll,8
4047,-,Openmpi,1
4048,B,Doll,37298
4049,A,Doll,4
4050,-,Book,6
4051,C,Book,12
4052,A,Book,1
4053,A,Doll,23912
4054,C,Python,3000000
4055,-,Apple,1
4056,B,Apple,8
4057,-,Doll,5
4058,N,Apple,9
4059,C,Python,9
4060,B,Book,2
4061,-,Fantacy,5
4062,N,Sony,7
4063,A,Apple,1092109
4064,B,Doll,1
4065,N,Doll,10
4066,-,Doll,6
4067,C,Free,14
4068,N,Book,4
4069,A,Doll,3
4070,A,Free,9
4071,-,Doll,7
4072,N,Photo,7
4073,B,Apple,66351737
4074,-,Fantacy,66351737
4075,C,Camera,11
4076,C,Free,14
4077,A,Book,1092109
4078,-,Sony,66351737
4079,A,Doll,23912
4080,A,Book,15
4081,A,Fantacy,8
4082,-,Free,23912
4083,C,Sony,3000000
4084,C,Apple,11
4085,C,Fantacy,3
4086,N,Python,3
4087,-,Camera,23912
4088,A,Book,3
4089,B,Apple,66351737
4090,A,Photo,1
4091,C,Fantacy,8
4092,B,Book,2
4093,B,Doll,4
4094,N,Book,66351737
4095,C,Photo,15
4096,A,Apple,10
4097,C,Fantacy,8
4098,A,Fantacy,15
4099,N,Python,4
4100,C,Python,13
4101,B,Free,3000000
4102,C,Fantacy,3
4103,N,Apple,4
4104,-,Photo,1092109
4105,B,Fantacy,7
4106,-,Doll,1
4107,C,Doll,2
4108,N,Fantacy,8
4109,B,Photo,66351737
4110,A,Python,66351737
4111,A,Doll,12
4112,N,Book,8
4113,C,Apple,9
4114,-,Openmpi,23912
4115,-,Book,9
4116,A,Free,7
4117,A,Openmpi,10
4118,A,Free,14
4119,B,Book,5
4120,B,Apple,4
4121,N,Fantacy,14
4122,A,Python,7
4123,N,Doll,11
4124,N,Book,14
4125,B,Photo,4
4126,N,Doll,12
4127,C,Book,5
4128,N,Photo,6
4129,C,Fantacy,23912
4130,A,Free,3000000
4131,B,Free,1
4132,B,Apple,14
4133,A,Doll,3
4134,N,Camera,4
4135,C,Sony,14
4136,N,Photo,6
4137,A,Python,13
4138,A,Camera,9
4139,A,Apple,37298
4140,-,Openmpi,1092109
4141,-,Openmpi,12
4142,-,Camera,10
4143,-,Book,5
4144,N,Camera,4
4145,C,Apple,13
4146,N,Fantacy,3
4147,-,Camera,11
4148,C,Apple,66351737
4149,-,Python,10
4150,N,Openmpi,23912
4151,C,Doll,12
4152,N,Book,14
4153,-,Apple,12
4154,A,Book,9
4155,B,Camera,14
4156,-,Openmpi,37298
4157,A,Photo,7
4158,B,Photo,4
4159,B,Openmpi,2
4160,B,Apple,4
4161,B,Openmpi,8
4162,C,Free,3
4163,A,Free,8
4164,C,Openmpi,1092109
4165,B,Photo,4
4166,A,Camera,3
4167,-,Sony,3
4168,C,Book,6
4169,B,Book,1092109
4170,N,Fantacy,8
4171,B,Apple,37298
4172,-,Free,6
4173,A,Fantacy,10
4174,B,Camera,1092109
4175,A,Sony,3
4176,C,Fantacy,11
4177,N,Free,8
4178,A,Openmpi,2
4179,N,Apple,9
4180,C,Doll,13
4181,A,Fantacy,13
4182,-,Photo,5
4183,B,Fantacy,12
4184,-,Book,5
4185,A,Sony,12
4186,-,Photo,7
4187,N,Photo,5
4188,A,Photo,1092109
4189,C,Photo,6
4190,C,Openmpi,11
4191,A,Sony,1
4192,B,Free,66351737
4193,N,Book,23912
4194,-,Apple,37298
4195,C,Sony,37298
4196,-,Book,9
4197,C,Doll,1
4198,A,Openmpi,3000000
4199,-,Book,66351737
4200,C,Apple,37298
4201,A,Sony,15
4202,B,Fantacy,5
4203,N,Python,1
4204,A,Free,5
4205,A,Python,1092109
4206,N,Apple,14
4207,B,Doll,37298
4208,B,Apple,11
4209,A,Sony,1
4210,N,Openmpi,2
4211,A,Book,11
4212,B,Camera,14
4213,A,Openmpi,10
4214,-,Openmpi,3
4215,C,Apple,3000000
4216,B,Book,7
4217,A,Book,10
4218,C,Book,5
4219,C,Sony,6
4220,N,Camera,12
4221,C,Free,37298
4222,A,Sony,66351737
4223,N,Openmpi,15
4224,A,Openmpi,37298
4225,A,Free,7
4226,-,Photo,12
4227,N,Sony,5
4228,C,Fantacy,3
4229,B,Apple,3
4230,-,Free,10
4231,B,Apple,7
4232,A,Openmpi,10
4233,-,Camera,8
4234,B,Free,8
4235,N,Sony,3
4236,-,Camera,5
4237,B,Photo,66351737
4238,A,Photo,8
4239,-,Camera,3000000
4240,B,Sony,1
4241,C,Fantacy,9
4242,N,Openmpi,6
4243,N,Photo,4
4244,C,Free,9
4245,A,Photo,7
4246,-,Openmpi,15
4247,N,Book,13
4248,-,Sony,14
4249,-,Openmpi,11
4250,B,Fantacy,1
4251,N,Fantacy,9
4252,N,Book,4
4253,N,Apple,2
4254,A,Python,6
4255,C,Camera,4
4256,A,Camera,12
4257,N,Openmpi,23912
4258,C,Doll,9
4259,B,Apple,5
4260,C,Free,11
4261,-,Book,6
4262,C,Fantacy,7
4263,A,Python,1092109
4264,N,Python,3000000
4265,B,Apple,9
4266,N,Book,15
4267,C,Photo,15
4268,N,Camera,11
4269,-,Sony,1092109
4270,N,Photo,66351737
4271,-,Apple,13
4272,-,Fantacy,13
4273,C,Fantacy,3
4274,N,Apple,37298
4275,C,Doll,7
4276,N,Openmpi,4
4277,N,Book,8
4278,-,Sony,10
4279,B,Photo,23912
4280,N,Sony,15
4281,N,Free,23912
4282,N,Python,1
4283,A,Photo,5
4284,N,Openmpi,6
4285,C,Book,4
4286,A,Fantacy,1092109
4287,C,Photo,1092109
4288,-,Python,9
4289,A,Free,23912
4290,A,Openmpi,8
4291,-,Python,6
4292,N,Photo,4
4293,-,Book,8
4294,C,Doll,14
4295,A,Doll,4
4296,B,Python,12
4297,-,Photo,3
4298,A,Camera,15
4299,A,Python,23912
4300,C,Sony,14
4301,B,Openmpi,23912
4302,C,Sony,6
4303,C,Openmpi,8
4304,A,Sony,1092109
4305,C,Book,13
4306,B,Doll,1
4307,-,Book,1092109
4308,-,Doll,37298
4309,A,Fantacy,4
4310,C,Fantacy,23912
4311,A,Camera,37298
4312,C,Free,2
4313,-,Book,23912
4314,B,Fantacy,15
4315,B,Sony,4
4316,B,Fantacy,9
4317,C,Photo,13
4318,C,Free,6
4319,C,Sony,14
4320,C,Camera,6
4321,A,Openmpi,12
4322,-,Camera,9
4323,A,Sony,5
4324,-,Sony,66351737
4325,N,Fantacy,7
4326,C,Photo,2
4327,B,Python,3000000
4328,C,Book,23912
4329,B,Photo,13
4330,A,Apple,10
4331,N,Free,10
4332,C,Python,9
4333,B,Camera,1
4334,B,Book,15
4335,N,Book,23912
4336,A,Book,7
4337,B,Book,3
4338,B,Sony,66351737
4339,-,Free,14
4340,-,Photo,3000000
4341,-,Apple,1092109
4342,B,Fantacy,7
4343,C,Book,23912
4344,C,Fantacy,14
4345,B,Python,13
4346,-,Doll,6
4347,N,Photo,12
4348,C,Camera,3
4349,C,Photo,12
4350,B,Sony,14
4351,A,Fantacy,2
4352,N,Doll,15
4353,N,Fantacy,9
4354,C,Photo,2
4355,N,Book,9
4356,-,Photo,1092109
4357,N,Apple,3000000
4358,N,Doll,7
4359,-,Camera,9
4360,A,Openmpi,37298
4361,C,Free,15
4362,-,Fantacy,7
4363,-,Free,7
4364,A,Openmpi,1092109
4365,N,Doll,11
4366,B,Camera,13
4367,-,Sony,1092109
4368,A,Python,15
4369,A,Sony,15
4370,N,Book,9
4371,C,Book,3
4372,A,Camera,1
4373,N,Doll,9
4374,N,Camera,10
4375,B,Fantacy,12
4376,-,Apple,9
4377,B,Apple,8
4378,N,Doll,13
4379,C,Photo,3000000
4380,N,Python,3
4381,N,Camera,14
4382,N,Camera,23912
4383,N,Doll,6
4384,B,Book,14
4385,A,Fantacy,8
4386,A,Free,1
4387,N,Openmpi,5
4388,-,Fantacy,9
4389,B,Camera,10
4390,-,Apple,9
4391,C,Fantacy,1
4392,C,Doll,13
4393,B,Fantacy,9
4394,B,Free,15
4395,N,Python,14
4396,N,Camera,9
4397,A,Python,66351737
4398,C,Doll,1092109
4399,B,Doll,1
4400,A,Doll,12
4401,A,Photo,1092109
4402,A,Photo,23912
4403,-,Sony,8
4404,C,Camera,9
4405,-,Fantacy,13
4406,A,Camera,14
4407,N,Fantacy,8
4408,N,Camera,12
4409,C,Fantacy,13
4410,N,Fantacy,8
4411,C,Openmpi,11
4412,C,Doll,37298
4413,B,Python,13
4414,N,Sony,10
4415,N,Photo,1
4416,B,Free,66351737
4417,N,Book,10
4418,C,Free,4
4419,C,Openmpi,13
4420,N,Photo,23912
4421,C,Python,2
4422,B,Openmpi,11
4423,N,Book,1
4424,-,Doll,3000000
4425,A,Apple,9
4426,B,Openmpi,66351737
4427,B,Fantacy,9
4428,C,Free,9
4429,A,Python,5
4430,-,Apple,23912
4431,N,Apple,23912
4432,-,Fantacy,3
4433,N,Free,4
4434,A,Free,1
4435,B,Apple,1
4436,C,Python,9
4437,A,Fantacy,11
4438,-,Fantacy,23912
4439,A,Book,7
4440,N,Fantacy,13
4441,C,Apple,2
4442,B,Apple,7
4443,-,Book,15
4444,-,Openmpi,1092109
4445,N,Doll,8
4446,N,Sony,2
4447,N,Free,9
4448,B,Free,11
4449,-,Fantacy,6
4450,A,Photo,3
4451,C,Fantacy,3
4452,C,Python,3000000
4453,A,Apple,4
4454,C,Free,37298
4455,B,Camera,2
4456,C,Free,7
4457,C,Camera,15
4458,-,Sony,5
4459,B,Python,37298
4460,A,Camera,4
4461,-,Doll,4
4462,A,Python,1
4463,B,Sony,3000000
4464,-,Book,3
4465,-,Python,23912
4466,N,Apple,10
4467,B,Openmpi,3
4468,C,Fantacy,5
4469,A,Python,13
4470,B,Camera,14
4471,B,Doll,1092109
4472,N,Apple,14
4473,A,Camera,12
4474,C,Openmpi,37298
4475,B,Sony,3
4476,-,Free,37298
4477,A,Sony,10
4478,N,Camera,4
4479,N,Openmpi,3000000
4480,B,Fantacy,3
4481,B,Doll,1092109
4482,A,Apple,2
4483,B,Fantacy,12
4484,-,Book,8
4485,-,Photo,66351737
4486,C,Camera,9
4487,C,Camera,6
4488,A,Sony,37298
4489,C,Free,1
4490,B,Python,1092109
4491,B,Fantacy,10
4492,B,Apple,23912
4493,A,Free,9
4494,A,Camera,11
4495,C,Camera,2
4496,A,Free,3
4497,-,Apple,23912
4498,A,Python,1092109
4499,A,Photo,11
4500,B,Doll,6
4501,C,Doll,15
4502,B,Apple,10
4503,-,Book,12
4504,-,Sony,11
4505,N,Book,8
4506,N,Doll,1092109
4507,-,Doll,8
4508,N,Python,14
4509,-,Photo,12
4510,A,Camera,66351737
4511,A,Free,66351737
4512,-,Book,11
4513,C,Sony,15
4514,B,Python,4
4515,C,Photo,23912
4516,N,Python,3
4517,N,Free,2
4518,C,Openmpi,1
4519,-,Book,23912
4520,-,Photo,66351737
4521,C,Apple,14
4522,C,Doll,23912
4523,A,Camera,3
4524,B,Camera,66351737
4525,C,Python,12
4526,A,Book,6
4527,N,Python,1092109
4528,C,Doll,1
4529,A,Openmpi,4
4530,A,Camera,5
4531,B,Photo,9
4532,-,Free,3000000
4533,-,Openmpi,66351737
4534,A,Camera,14
4535,-,Camera,1092109
4536,N,Python,14
4537,N,Sony,9
4538,C,Fantacy,3
4539,N,Free,4
4540,-,Openmpi,12
4541,-,Camera,14
4542,N,Photo,3000000
4543,C,Camera,37298
4544,-,Camera,13
4545,B,Free,7
4546,-,Fantacy,10
4547,C,Photo,3
4548,-,Python,1092109
4549,B,Apple,3000000
4550,B,Apple,8
4551,-,Python,4
4552,A,Camera,4
4553,A,Sony,11
4554,A,Book,3000000
4555,-,Camera,4
4556,-,Free,1092109
4557,B,Fantacy,23912
4558,C,Apple,10
4559,-,Python,3000000
4560,-,Camera,5
4561,C,Python,14
4562,C,Openmpi,3
4563,N,Camera,12
4564,C,Sony,7
4565,-,Fantacy,4
4566,-,Apple,6
4567,B,Doll,15
4568,B,Apple,2
4569,C,Sony,14
4570,C,Fantacy,14
4571,-,Doll,8
4572,A,Openmpi,3
4573,N,Fantacy,5
4574,N,Apple,66351737
4575,B,Sony,7
4576,N,Fantacy,15
4577,C,Free,4
4578,C,Openmpi,11
4579,C,Doll,9
4580,N,Openmpi,11
4581,N,Sony,13
4582,-,Sony,23912
4583,N,Openmpi,3
4584,C,Sony,1
4585,A,Apple,23912
4586,A,Fantacy,15
4587,B,Python,1
4588,N,Apple,13
4589,C,Sony,66351737
4590,-,Sony,1092109
4591,N,Openmpi,4
4592,-,Book,4
4593,A,Photo,4
4594,C,Doll,15
4595,N,Doll,3000000
4596,C,Fantacy,11
4597,-,Sony,11
4598,A,Fantacy,9
4599,N,Fantacy,66351737
4600,C,Sony,15
4601,B,Openmpi,4
4602,A,Sony,11
4603,B,Book,14
4604,A,Doll,13
4605,-,Book,23912
4606,A,Sony,12
4607,N,Photo,14
4608,B,Photo,14
4609,B,Free,15
4610,-,Python,23912
4611,B,Camera,3000000
4612,B,Fantacy,3
4613,-,Fantacy,11
4614,-,Apple,7
4615,-,Photo,4
4616,C,Fantacy,37298
4617,C,Sony,7
4618,A,Doll,4
4619,N,Openmpi,66351737
4620,-,Camera,37298
4621,-,Python,11
4622,N,Doll,1
4623,C,Openmpi,6
4624,N,Sony,9
4625,-,Photo,1092109
4626,A,Openmpi,12
4627,B,Apple,3
4628,N,Python,14
4629,C,Photo,1
4630,B,Fantacy,1092109
4631,B,Camera,1
4632,N,Doll,15
4633,B,Apple,10
4634,C,Camera,12
4635,C,Openmpi,7
4636,-,Photo,5
4637,-,Doll,37298
4638,-,Apple,10
4639,C,Sony,7
4640,N,Book,66351737
4641,B,Apple,10
4642,-,Sony,14
4643,A,Camera,8
4644,A,Free,7
4645,A,Free,6
4646,B,Photo,9
4647,B,Openmpi,23912
4648,B,Free,7
4649,C,Camera,6
4650,A,Apple,7
4651,A,Photo,1092109
4652,N,Fantacy,3000000
4653,-,Doll,4
4654,B,Openmpi,8
4655,C,Python,12
4656,-,Book,37298
4657,A,Apple,66351737
4658,N,Book,4
4659,N,Fantacy,1
4660,-,Book,10
4661,B,Photo,2
4662,-,Openmpi,5
4663,-,Openmpi,23912
4664,N,Book,8
4665,B,Photo,3
4666,-,Doll,66351737
4667,C,Photo,23912
4668,A,Openmpi,15
4669,A,Python,3000000
4670,C,Book,6
4671,C,Book,3
4672,B,Fantacy,4
4673,A,Python,14
4674,B,Apple,1
4675,N,Fantacy,7
4676,A,Sony,3
4677,-,Free,8
4678,A,Doll,12
4679,B,Python,2
4680,B,Doll,9
4681,B,Fantacy,7
4682,C,Openmpi,9
4683,C,Photo,11
4684,C,Openmpi,1
4685,C,Python,14
4686,B,Book,66351737
4687,N,Free,66351737
4688,C,Photo,37298
4689,C,Python,66351737
4690,N,Doll,2
4691,-,Python,5
4692,B,Openmpi,9
4693,A,Openmpi,37298
4694,A,Apple,1
4695,B,Camera,9
4696,B,Book,14
4697,B,Sony,3
4698,-,Openmpi,1092109
4699,N,Book,1
4700,B,Photo,3
4701,A,Camera,11
4702,B,Fantacy,10
4703,N,Camera,15
4704,C,Fantacy,37298
4705,B,Book,1
4706,-,Free,9
4707,C,Camera,3
4708,C,Book,13
4709,C,Apple,66351737
4710,A,Python,1
4711,N,Sony,9
4712,B,Apple,15
4713,-,Apple,12
4714,-,Python,3000000
4715,A,Fantacy,13
4716,B,Free,37298
4717,B,Camera,23912
4718,C,Fantacy,2
4719,A,Book,3
4720,N,Openmpi,10
4721,N,Openmpi,3
4722,N,Photo,7
4723,-,Sony,1092109
4724,C,Free,5
4725,N,Openmpi,1092109
4726,N,Free,66351737
4727,-,Doll,6
4728,B,Book,9
4729,N,Photo,37298
4730,B,Doll,66351737
4731,C,Sony,23912
4732,C,Book,37298
4733,N,Photo,11
4734,A,Fantacy,2
4735,C,Free,13
4736,-,Sony,9
4737,B,Apple,3000000
4738,N,Camera,14
4739,-,Openmpi,7
4740,C,Python,11
4741,A,Doll,3
4742,N,Apple,8
4743,C,Sony,2
4744,C,Photo,2
4745,A,Free,14
4746,B,Fantacy,8
4747,C,Fantacy,2
4748,A,Book,9
4749,C,Python,7
4750,N,Apple,6
4751,N,Fantacy,3
4752,A,Camera,7
4753,C,Python,9
4754,A,Apple,8
4755,A,Python,3
4756,-,Apple,3
4757,A,Photo,4
4758,N,Camera,10
4759,C,Fantacy,10
4760,C,Camera,11
4761,A,Fantacy,8
4762,A,Camera,1092109
4763,C,Photo,6
4764,A,Python,8
4765,A,Openmpi,23912
4766,B,Doll,13
4767,C,Camera,15
4768,B,Openmpi,10
4769,-,Free,12
4770,C,Book,4
4771,B,Sony,15
4772,-,Book,10
4773,B,Apple,2
4774,A,Apple,4
4775,-,Free,6
4776,B,Doll,4
4777,C,Fantacy,37298
4778,B,Openmpi,7
4779,B,Python,66351737
4780,N,Sony,15
4781,B,Free,37298
4782,N,Photo,1092109
4783,B,Camera,10
4784,B,Python,1
4785,B,Photo,3
4786,N,Book,1092109
4787,C,Openmpi,1
4788,B,Doll,12
4789,N,Apple,6
4790,B,Openmpi,23912
4791,N,Sony,6
4792,C,Apple,11
4793,N,Book,10
4794,B,Doll,10
4795,B,Free,23912
4796,C,Doll,8
4797,C,Apple,1092109
4798,N,Book,10
4799,-,Fantacy,3000000
4800,B,Doll,13
4801,C,Photo,8
4802,B,Doll,2
4803,N,Camera,4
4804,C,Python,8
4805,C,Free,1092109
4806,B,Photo,15
4807,N,Doll,1
4808,C,Photo,23912
4809,N,Apple,10
4810,B,Apple,8
4811,A,Photo,6
4812,B,Free,23912
4813,A,Doll,14
4814,N,Doll,5
4815,B,Python,14
4816,C,Book,7
4817,N,Apple,10
4818,A,Free,3
4819,A,Photo,10
4820,-,Photo,7
4821,-,Photo,4
4822,C,Apple,12
4823,C,Apple,1
4824,N,Openmpi,15
4825,C,Photo,14
4826,A,Doll,2
4827,B,Python,66351737
4828,-,Camera,37298
4829,B,Free,3
4830,A,Apple,6
4831,-,Book,1092109
4832,B,Apple,11
4833,-,Apple,37298
4834,C,Free,8
4835,C,Openmpi,9
4836,-,Openmpi,13
4837,A,Free,2
4838,B,Photo,3000000
4839,-,Apple,2
4840,N,Openmpi,12
4841,N,Book,9
4842,C,Python,14
4843,C,Free,8
4844,A,Doll,9
4845,C,Doll,3
4846,A,Fantacy,15
4847,B,Sony,15
4848,N,Fantacy,3
4849,C,Fantacy,10
4850,N,Camera,8
4851,B,Camera,15
4852,A,Doll,5
4853,B,Photo,37298
4854,A,Sony,9
4855,B,Fantacy,14
4856,N,Fantacy,5
4857,B,Sony,7
4858,C,Openmpi,8
4859,N,Book,6
4860,A,Openmpi,7
4861,C,Sony,6
4862,A,Book,13
4863,C,Book,37298
4864,N,Apple,3000000
4865,N,Doll,5
4866,A,Apple,7
4867,-,Openmpi,5
4868,A,Sony,12
4869,-,Fantacy,23912
4870,B,Openmpi,12
4871,C,Book,23912
4872,C,Photo,1
4873,N,Fantacy,11
4874,C,Fantacy,4
4875,A,Book,66351737
4876,N,Photo,1092109
4877,A,Sony,14
4878,N,Apple,1092109
4879,N,Apple,37298
4880,N,Fantacy,13
4881,N,Sony,23912
4882,B,Fantacy,7
4883,N,Fantacy,5
4884,C,Camera,14
4885,C,Fantacy,6
4886,A,Free,2
4887,N,Sony,66351737
4888,N,Apple,66351737
4889,A,Free,1092109
4890,N,Camera,13
4891,B,Camera,4
4892,B,Book,6
4893,-,Sony,66351737
4894,N,Free,23912
4895,B,Python,9
4896,B,Doll,37298
4897,-,Fantacy,1092109
4898,N,Python,5
4899,N,Book,23912
4900,A,Sony,66351737
4901,-,Photo,10
4902,C,Openmpi,5
4903,N,Apple,6
4904,N,Doll,1092109
4905,-,Book,2
4906,N,Python,23912
4907,N,Sony,1
4908,-,Fantacy,6
4909,B,Sony,3000000
4910,N,Free,4
4911,B,Doll,7
4912,-,Python,6
4913,C,Book,66351737
4914,-,Apple,1
4915,A,Apple,6
4916,-,Book,11
4917,-,Book,66351737
4918,A,Sony,1092109
4919,B,Python,1092109
4920,N,Fantacy,66351737
4921,B,Book,3000000
4922,-,Python,13
4923,A,Sony,8
4924,A,Apple,11
4925,B,Python,5
4926,C,Openmpi,14
4927,-,Book,1092109
4928,A,Camera,12
4929,-,Book,3000000
4930,C,Fantacy,1
4931,A,Book,12
4932,A,Camera,1
4933,N,Fantacy,66351737
4934,-,Openmpi,14
4935,N,Photo,23912
4936,A,Python,2
4937,N,Book,66351737
4938,A,Openmpi,6
4939,-,Doll,2
4940,A,Book,4
4941,C,Doll,6
4942,A,Apple,15
4943,N,Free,8
4944,-,Sony,12
4945,-,Fantacy,2
4946,B,Photo,1092109
4947,-,Sony,14
4948,B,Fantacy,9
4949,C,Apple,13
4950,-,Photo,10
4951,C,Apple,10
4952,N,Photo,4
4953,C,Photo,5
4954,B,Fantacy,1092109
4955,A,Photo,8
4956,N,Free,8
